curva,sentido,Z,kappa,omega2,l1
1,1,25.1821733136732,0.5367462828649224,NaN,-0.008104269846918602
1,1,25.25284848601282,0.5350435525348992,NaN,-0.007976100510328092
1,1,25.32352398146341,0.5333522429535856,NaN,-0.00784829627059972
1,1,25.394199795971648,0.5316722384352949,NaN,-0.007720854864306757
1,1,25.46487592554935,0.5300034248624752,NaN,-0.007593774050961941
1,1,25.535552366272196,0.5283456896590456,NaN,-0.007467051612686515
1,1,25.606229114278484,0.5266989217642724,NaN,-0.007340685353886232
1,1,25.6769061657679,0.5250630116071848,NaN,-0.007214673100934481
1,1,25.747583517000322,0.5234378510815058,NaN,-0.007089012701861679
1,1,25.81826116429466,0.5218233335210924,NaN,-0.0069637020260471735
1,1,25.888939104027717,0.5202193536758742,NaN,-0.006838738963920198
1,1,25.959617332633062,0.5186258076882739,NaN,-0.006714121426666275
1,1,26.030295846599955,0.5170425930701029,NaN,-0.006589847345935838
1,1,26.100974642472284,0.5154696086799143,NaN,-0.006465914673559829
1,1,26.171653716847512,0.513906754700813,NaN,-0.006342321381276134
1,1,26.242333066375675,0.5123539326186992,NaN,-0.006219065460446684
1,1,26.31301268775838,0.5108110452009529,NaN,-0.006096144921797886
1,1,26.383692577747844,0.509277996475522,NaN,-0.005973557795149256
1,1,26.454372733145927,0.5077546917104409,NaN,-0.005851302129158034
1,1,26.52505315080322,0.5062410373937317,NaN,-0.005729375991062831
1,1,26.595733827618133,0.5047369412137092,NaN,-0.005607777466434254
1,1,26.666414760536004,0.503242312039666,NaN,-0.005486504658926757
1,1,26.73709594654823,0.5017570599029296,NaN,-0.005365555690041192
1,1,26.807777382691423,0.5002810959782856,NaN,-0.005244928698882004
1,1,26.87845906604658,0.49881433256576374,NaN,-0.005124621841929487
1,1,26.949140993738265,0.4973566830727637,NaN,-0.005004633292804414
1,1,27.01982316293381,0.4959080619965317,NaN,-0.004884961242049964
1,1,27.09050557084256,0.49446838490696554,NaN,-0.004765603896902816
1,1,27.16118821471508,0.4930375684297482,NaN,-0.004646559481081856
1,1,27.231871091842432,0.4916155302298022,NaN,-0.004527826234570549
1,1,27.302554199555445,0.4902021889950493,NaN,-0.004409402413406295
1,1,27.373237535223993,0.4887974644204848,NaN,-0.004291286289476483
1,1,27.4439210962563,0.48740127719254533,NaN,-0.004173476150312744
1,1,27.51460488009826,0.4860135489737674,NaN,-0.004055970298891591
1,1,27.58528888423277,0.48463420238773564,NaN,-0.00393876705343818
1,1,27.65597310617907,0.48326316100430516,NaN,-0.0038218647472340397
1,1,27.726657543492095,0.48190034932510434,NaN,-0.0037052617284241973
1,1,27.797342193761867,0.4805456927692976,NaN,-0.003588956359832196
